y1(0.5),k1,k2
4.535387385713991228e-03,1.042000000000000000e+03,1.240000000000000000e+03
3.985543812072869264e-03,1.185000000000000000e+03,1.433000000000000000e+03
3.907619228176609748e-03,1.204000000000000000e+03,1.472000000000000000e+03
4.175242676136063820e-03,1.317000000000000000e+03,1.163000000000000000e+03
3.864085082232891245e-03,1.457000000000000000e+03,1.241000000000000000e+03
4.250929359327302801e-03,1.396000000000000000e+03,1.071000000000000000e+03
4.169532365073638953e-03,1.238000000000000000e+03,1.236000000000000000e+03
4.307122695011877944e-03,1.087000000000000000e+03,1.328000000000000000e+03
4.489032680411192237e-03,1.185000000000000000e+03,1.107000000000000000e+03
4.386752720815449702e-03,1.192000000000000000e+03,1.154000000000000000e+03
3.786435289922100537e-03,1.471000000000000000e+03,1.281000000000000000e+03
4.956756488375434373e-03,1.023000000000000000e+03,1.041000000000000000e+03
4.697822471524551978e-03,1.022000000000000000e+03,1.171000000000000000e+03
4.613027903469080378e-03,1.120000000000000000e+03,1.105000000000000000e+03
3.813059008239193769e-03,1.453000000000000000e+03,1.277000000000000000e+03
4.473773811343144044e-03,1.038000000000000000e+03,1.286000000000000000e+03
4.374380240577370287e-03,1.217000000000000000e+03,1.138000000000000000e+03
3.652050119520338506e-03,1.436000000000000000e+03,1.410000000000000000e+03
4.139282033398579246e-03,1.291000000000000000e+03,1.205000000000000000e+03
4.113198102320945321e-03,1.195000000000000000e+03,1.321000000000000000e+03
3.961526041392693029e-03,1.230000000000000000e+03,1.391000000000000000e+03
3.768192012509307028e-03,1.384000000000000000e+03,1.369000000000000000e+03
3.813637384222242060e-03,1.266000000000000000e+03,1.467000000000000000e+03
4.299477783186850775e-03,1.011000000000000000e+03,1.469000000000000000e+03
3.965679557852999637e-03,1.282000000000000000e+03,1.327000000000000000e+03
4.265971065970437792e-03,1.343000000000000000e+03,1.097000000000000000e+03
4.132419838584931553e-03,1.118000000000000000e+03,1.414000000000000000e+03
4.428506391923932133e-03,1.049000000000000000e+03,1.300000000000000000e+03
4.275635293061778690e-03,1.276000000000000000e+03,1.141000000000000000e+03
3.845852593733949890e-03,1.400000000000000000e+03,1.298000000000000000e+03
4.870601911882217749e-03,1.007000000000000000e+03,1.099000000000000000e+03
4.523142129780088547e-03,1.190000000000000000e+03,1.086000000000000000e+03
4.408792086507740994e-03,1.252000000000000000e+03,1.092000000000000000e+03
4.140056444676767228e-03,1.313000000000000000e+03,1.186000000000000000e+03
4.068437410409445412e-03,1.258000000000000000e+03,1.281000000000000000e+03
4.824918360859450049e-03,1.003000000000000000e+03,1.127000000000000000e+03
3.855531587711234429e-03,1.370000000000000000e+03,1.318000000000000000e+03
4.785972090779194374e-03,1.012000000000000000e+03,1.136000000000000000e+03
4.384220048942189148e-03,1.256000000000000000e+03,1.101000000000000000e+03
4.755285952265386924e-03,1.167000000000000000e+03,1.001000000000000000e+03
4.559044047197175799e-03,1.090000000000000000e+03,1.165000000000000000e+03
4.304357339334833644e-03,1.333000000000000000e+03,1.085000000000000000e+03
4.060727450904040754e-03,1.281000000000000000e+03,1.263000000000000000e+03
3.921276580643329873e-03,1.475000000000000000e+03,1.194000000000000000e+03
4.288292179472246932e-03,1.198000000000000000e+03,1.204000000000000000e+03
4.323655945144674363e-03,1.396000000000000000e+03,1.038000000000000000e+03
4.585674157303370503e-03,1.068000000000000000e+03,1.176000000000000000e+03
4.423470460313493578e-03,1.129000000000000000e+03,1.198000000000000000e+03
3.786579006843602060e-03,1.341000000000000000e+03,1.399000000000000000e+03
4.529270608407990825e-03,1.158000000000000000e+03,1.111000000000000000e+03
3.736290490227715810e-03,1.429000000000000000e+03,1.351000000000000000e+03
3.617148171592782669e-03,1.429000000000000000e+03,1.446000000000000000e+03
4.024256147038538824e-03,1.206000000000000000e+03,1.373000000000000000e+03
3.585742087951399471e-03,1.483000000000000000e+03,1.420000000000000000e+03
3.997663749952027820e-03,1.492000000000000000e+03,1.141000000000000000e+03
4.740559977531580947e-03,1.134000000000000000e+03,1.033000000000000000e+03
3.763113726888445490e-03,1.341000000000000000e+03,1.418000000000000000e+03
3.764509761970684983e-03,1.476000000000000000e+03,1.292000000000000000e+03
3.737563543936093385e-03,1.377000000000000000e+03,1.400000000000000000e+03
4.100556647051289277e-03,1.249000000000000000e+03,1.269000000000000000e+03
4.003756114605170648e-03,1.176000000000000000e+03,1.431000000000000000e+03
4.076794418055943066e-03,1.350000000000000000e+03,1.193000000000000000e+03
4.701354679802954850e-03,1.160000000000000000e+03,1.029000000000000000e+03
4.755180824365222263e-03,1.141000000000000000e+03,1.021000000000000000e+03
4.411736431553505040e-03,1.184000000000000000e+03,1.148000000000000000e+03
4.143319817900922679e-03,1.142000000000000000e+03,1.369000000000000000e+03
4.293573906951139371e-03,1.208000000000000000e+03,1.191000000000000000e+03
3.874462609816129843e-03,1.444000000000000000e+03,1.244000000000000000e+03
3.816333471478880988e-03,1.458000000000000000e+03,1.271000000000000000e+03
4.277665566220318835e-03,1.117000000000000000e+03,1.306000000000000000e+03
4.651230428902184723e-03,1.036000000000000000e+03,1.179000000000000000e+03
4.210521766788361160e-03,1.048000000000000000e+03,1.472000000000000000e+03
4.189035184267972216e-03,1.134000000000000000e+03,1.346000000000000000e+03
4.222346817043786879e-03,1.053000000000000000e+03,1.452000000000000000e+03
3.892475667892012804e-03,1.459000000000000000e+03,1.222000000000000000e+03
3.820277361319340727e-03,1.380000000000000000e+03,1.334000000000000000e+03
4.626507350450511681e-03,1.218000000000000000e+03,1.018000000000000000e+03
4.378386425256989081e-03,1.237000000000000000e+03,1.119000000000000000e+03
4.406695316953168975e-03,1.025000000000000000e+03,1.355000000000000000e+03
3.649778735473560316e-03,1.466000000000000000e+03,1.384000000000000000e+03
4.586474537960377740e-03,1.090000000000000000e+03,1.150000000000000000e+03
3.965667970602181069e-03,1.216000000000000000e+03,1.406000000000000000e+03
4.046673722256767178e-03,1.406000000000000000e+03,1.169000000000000000e+03
4.005257764344767081e-03,1.451000000000000000e+03,1.162000000000000000e+03
3.965381654691546229e-03,1.273000000000000000e+03,1.337000000000000000e+03
3.958720512842781036e-03,1.465000000000000000e+03,1.179000000000000000e+03
4.772091257846609522e-03,1.026000000000000000e+03,1.126000000000000000e+03
4.654827266526405383e-03,1.099000000000000000e+03,1.105000000000000000e+03
4.437646174406948904e-03,1.095000000000000000e+03,1.230000000000000000e+03
3.954615768900418896e-03,1.335000000000000000e+03,1.282000000000000000e+03
3.924397958845598881e-03,1.363000000000000000e+03,1.277000000000000000e+03
3.751279015072286026e-03,1.327000000000000000e+03,1.444000000000000000e+03
3.904613345402819548e-03,1.254000000000000000e+03,1.406000000000000000e+03
3.638919101652066980e-03,1.460000000000000000e+03,1.398000000000000000e+03
4.261649643748898972e-03,1.453000000000000000e+03,1.035000000000000000e+03
3.798683469445226796e-03,1.325000000000000000e+03,1.407000000000000000e+03
3.864369684958137395e-03,1.415000000000000000e+03,1.273000000000000000e+03
3.748493419645808431e-03,1.456000000000000000e+03,1.319000000000000000e+03
3.756801287053118405e-03,1.368000000000000000e+03,1.394000000000000000e+03
4.305917208129437547e-03,1.016000000000000000e+03,1.453000000000000000e+03
3.599336793540945916e-03,1.445000000000000000e+03,1.445000000000000000e+03
4.081808876591448872e-03,1.202000000000000000e+03,1.335000000000000000e+03
4.512847222222221913e-03,1.125000000000000000e+03,1.152000000000000000e+03
3.754662156642179453e-03,1.402000000000000000e+03,1.362000000000000000e+03
4.464690500838895855e-03,1.028000000000000000e+03,1.308000000000000000e+03
4.515455030271288764e-03,1.257000000000000000e+03,1.039000000000000000e+03
3.508333333333333356e-03,1.500000000000000000e+03,1.470000000000000000e+03
4.192680700297486511e-03,1.046000000000000000e+03,1.492000000000000000e+03
4.420994832041343948e-03,1.125000000000000000e+03,1.204000000000000000e+03
4.229797979797980147e-03,1.440000000000000000e+03,1.056000000000000000e+03
3.931763329554078049e-03,1.382000000000000000e+03,1.256000000000000000e+03
3.790177970672396236e-03,1.451000000000000000e+03,1.294000000000000000e+03
3.952897511624217305e-03,1.223000000000000000e+03,1.407000000000000000e+03
4.764378406619785254e-03,1.078000000000000000e+03,1.073000000000000000e+03
4.669240442155908090e-03,1.124000000000000000e+03,1.074000000000000000e+03
4.230598696194036792e-03,1.098000000000000000e+03,1.368000000000000000e+03
3.743262099548894974e-03,1.353000000000000000e+03,1.421000000000000000e+03
4.040877100166730823e-03,1.472000000000000000e+03,1.130000000000000000e+03
4.500026941662990491e-03,1.016000000000000000e+03,1.303000000000000000e+03
4.300900521384707839e-03,1.257000000000000000e+03,1.143000000000000000e+03
3.992601524353936275e-03,1.244000000000000000e+03,1.350000000000000000e+03
4.747823391090170639e-03,1.070000000000000000e+03,1.089000000000000000e+03
4.821129287937760827e-03,1.091000000000000000e+03,1.035000000000000000e+03
4.401336476552412599e-03,1.109000000000000000e+03,1.235000000000000000e+03
4.500814248552250513e-03,1.271000000000000000e+03,1.036000000000000000e+03
4.092640448794023465e-03,1.097000000000000000e+03,1.484000000000000000e+03
4.180141829964187719e-03,1.451000000000000000e+03,1.073000000000000000e+03
4.564119049296600818e-03,1.026000000000000000e+03,1.245000000000000000e+03
4.073085190983870806e-03,1.224000000000000000e+03,1.315000000000000000e+03
4.468580417100574340e-03,1.270000000000000000e+03,1.051000000000000000e+03
4.458671337878415339e-03,1.011000000000000000e+03,1.341000000000000000e+03
4.117727410110953723e-03,1.319000000000000000e+03,1.194000000000000000e+03
4.078829388746149816e-03,1.466000000000000000e+03,1.114000000000000000e+03
4.260228110410353188e-03,1.263000000000000000e+03,1.160000000000000000e+03
4.726154785698422761e-03,1.064000000000000000e+03,1.106000000000000000e+03
4.013861630520569428e-03,1.385000000000000000e+03,1.203000000000000000e+03
4.090031453168148021e-03,1.234000000000000000e+03,1.292000000000000000e+03
3.959113591694570292e-03,1.188000000000000000e+03,1.451000000000000000e+03
4.712025022386673138e-03,1.090000000000000000e+03,1.086000000000000000e+03
4.452475905616483723e-03,1.360000000000000000e+03,1.003000000000000000e+03
4.963361499349918521e-03,1.027000000000000000e+03,1.034000000000000000e+03
4.326761038085608600e-03,1.104000000000000000e+03,1.290000000000000000e+03
4.296432256633215749e-03,1.021000000000000000e+03,1.451000000000000000e+03
4.383300873202303563e-03,1.014000000000000000e+03,1.393000000000000000e+03
3.913717483363581516e-03,1.311000000000000000e+03,1.334000000000000000e+03
4.286519336072778033e-03,1.003000000000000000e+03,1.498000000000000000e+03
3.804135109974648033e-03,1.466000000000000000e+03,1.273000000000000000e+03
4.211171807842030781e-03,1.126000000000000000e+03,1.341000000000000000e+03
4.235082369588073076e-03,1.052000000000000000e+03,1.443000000000000000e+03
4.788541812628573265e-03,1.007000000000000000e+03,1.141000000000000000e+03
3.867486013307213678e-03,1.212000000000000000e+03,1.496000000000000000e+03
4.248945778406310395e-03,1.069000000000000000e+03,1.401000000000000000e+03
3.866862446947164599e-03,1.380000000000000000e+03,1.301000000000000000e+03
4.368017504210818143e-03,1.054000000000000000e+03,1.335000000000000000e+03
4.366192911789534142e-03,1.316000000000000000e+03,1.067000000000000000e+03
3.685629495219644534e-03,1.432000000000000000e+03,1.387000000000000000e+03
4.032992282684653464e-03,1.219000000000000000e+03,1.350000000000000000e+03
4.620798597326981894e-03,1.078000000000000000e+03,1.145000000000000000e+03
4.492702448210922697e-03,1.062000000000000000e+03,1.239000000000000000e+03
4.271215430597687795e-03,1.301000000000000000e+03,1.124000000000000000e+03
4.464866274076799944e-03,1.235000000000000000e+03,1.078000000000000000e+03
3.908227486732520836e-03,1.479000000000000000e+03,1.199000000000000000e+03
3.962026626880788167e-03,1.353000000000000000e+03,1.261000000000000000e+03
4.036230349385226505e-03,1.369000000000000000e+03,1.202000000000000000e+03
4.081668495396336034e-03,1.108000000000000000e+03,1.474000000000000000e+03
3.569292817122473802e-03,1.469000000000000000e+03,1.447000000000000000e+03
4.788911232863964085e-03,1.028000000000000000e+03,1.115000000000000000e+03
4.076276930948020266e-03,1.391000000000000000e+03,1.163000000000000000e+03
4.454013294489474195e-03,1.268000000000000000e+03,1.059000000000000000e+03
4.192009036855775389e-03,1.060000000000000000e+03,1.465000000000000000e+03
4.442481439374364009e-03,1.046000000000000000e+03,1.295000000000000000e+03
3.880478137597883313e-03,1.306000000000000000e+03,1.364000000000000000e+03
3.962776313863269895e-03,1.242000000000000000e+03,1.375000000000000000e+03
4.287383223541819249e-03,1.435000000000000000e+03,1.033000000000000000e+03
4.505660881347881702e-03,1.003000000000000000e+03,1.321000000000000000e+03
4.445043103448275204e-03,1.015000000000000000e+03,1.344000000000000000e+03
3.767866220943907624e-03,1.342000000000000000e+03,1.413000000000000000e+03
4.894544529343436076e-03,1.009000000000000000e+03,1.085000000000000000e+03
4.510405706445284532e-03,1.135000000000000000e+03,1.143000000000000000e+03
3.951634775654922112e-03,1.450000000000000000e+03,1.193000000000000000e+03
4.671025968068978802e-03,1.053000000000000000e+03,1.147000000000000000e+03
3.758562625694730416e-03,1.339000000000000000e+03,1.424000000000000000e+03
4.406534616375172402e-03,1.238000000000000000e+03,1.104000000000000000e+03
3.522588383641992848e-03,1.486000000000000000e+03,1.471000000000000000e+03
4.249247282670696145e-03,1.028000000000000000e+03,1.478000000000000000e+03
4.325960522315676175e-03,1.407000000000000000e+03,1.031000000000000000e+03
3.604983823873684091e-03,1.489000000000000000e+03,1.399000000000000000e+03
4.461389838264489573e-03,1.102000000000000000e+03,1.207000000000000000e+03
3.886436344872877709e-03,1.375000000000000000e+03,1.292000000000000000e+03
3.857359419366823694e-03,1.422000000000000000e+03,1.272000000000000000e+03
4.114376817340735341e-03,1.248000000000000000e+03,1.261000000000000000e+03
4.107120471206950757e-03,1.343000000000000000e+03,1.181000000000000000e+03
