y1(0.5),k1,k2
4.645350306997359652e-02,1.007000000000000000e+03,1.230000000000000000e+03
4.237195175090236604e-02,1.412000000000000000e+03,1.070000000000000000e+03
3.993079246406969207e-02,1.244000000000000000e+03,1.349000000000000000e+03
4.367606025316177198e-02,1.174000000000000000e+03,1.186000000000000000e+03
4.537073357353169079e-02,1.195000000000000000e+03,1.080000000000000000e+03
4.418291204478094064e-02,1.110000000000000000e+03,1.228000000000000000e+03
4.467306193152374011e-02,1.284000000000000000e+03,1.046000000000000000e+03
3.715428043806639352e-02,1.334000000000000000e+03,1.461000000000000000e+03
3.564805491519583425e-02,1.424000000000000000e+03,1.489000000000000000e+03
4.556596885358558252e-02,1.178000000000000000e+03,1.085000000000000000e+03
3.717309472363255346e-02,1.348000000000000000e+03,1.443000000000000000e+03
4.100337953376298472e-02,1.154000000000000000e+03,1.386000000000000000e+03
3.548419854037929144e-02,1.444000000000000000e+03,1.482000000000000000e+03
4.574545445456831144e-02,1.006000000000000000e+03,1.276000000000000000e+03
3.928558829797037383e-02,1.378000000000000000e+03,1.260000000000000000e+03
4.767578448307464162e-02,1.117000000000000000e+03,1.042000000000000000e+03
4.397682175531953536e-02,1.047000000000000000e+03,1.330000000000000000e+03
4.650904614190495140e-02,1.181000000000000000e+03,1.040000000000000000e+03
4.373157750340597033e-02,1.117000000000000000e+03,1.247000000000000000e+03
4.343181023900249960e-02,1.172000000000000000e+03,1.202000000000000000e+03
4.101258239577204590e-02,1.146000000000000000e+03,1.397000000000000000e+03
4.524515688597161717e-02,1.111000000000000000e+03,1.166000000000000000e+03
3.848957646203009925e-02,1.460000000000000000e+03,1.246000000000000000e+03
4.535926354985839876e-02,1.192000000000000000e+03,1.083000000000000000e+03
4.316904269656478971e-02,1.283000000000000000e+03,1.117000000000000000e+03
4.350292005955785912e-02,1.052000000000000000e+03,1.356000000000000000e+03
4.210534999192036554e-02,1.237000000000000000e+03,1.214000000000000000e+03
4.464167703821522726e-02,1.091000000000000000e+03,1.224000000000000000e+03
4.596763782967906026e-02,1.200000000000000000e+03,1.049000000000000000e+03
4.217712796419948590e-02,1.463000000000000000e+03,1.051000000000000000e+03
4.372704979637934836e-02,1.202000000000000000e+03,1.156000000000000000e+03
4.087546566755407423e-02,1.113000000000000000e+03,1.461000000000000000e+03
4.182967652548461729e-02,1.183000000000000000e+03,1.289000000000000000e+03
3.987569838992077037e-02,1.419000000000000000e+03,1.193000000000000000e+03
4.294336245484440401e-02,1.078000000000000000e+03,1.355000000000000000e+03
3.996566562410604206e-02,1.195000000000000000e+03,1.409000000000000000e+03
4.588779205328816918e-02,1.113000000000000000e+03,1.130000000000000000e+03
3.897499561546896585e-02,1.308000000000000000e+03,1.347000000000000000e+03
4.320468252329833642e-02,1.211000000000000000e+03,1.176000000000000000e+03
3.572552796242279421e-02,1.454000000000000000e+03,1.451000000000000000e+03
4.177380847724727203e-02,1.146000000000000000e+03,1.340000000000000000e+03
4.276987907364639824e-02,1.125000000000000000e+03,1.299000000000000000e+03
4.612821652754647145e-02,1.075000000000000000e+03,1.159000000000000000e+03
4.131337612060961145e-02,1.271000000000000000e+03,1.229000000000000000e+03
4.040892756511195449e-02,1.220000000000000000e+03,1.343000000000000000e+03
4.465574905704856185e-02,1.010000000000000000e+03,1.344000000000000000e+03
3.786066330066883284e-02,1.463000000000000000e+03,1.284000000000000000e+03
4.324983867093886575e-02,1.185000000000000000e+03,1.199000000000000000e+03
4.108867253326291269e-02,1.371000000000000000e+03,1.160000000000000000e+03
3.900426537021183665e-02,1.306000000000000000e+03,1.347000000000000000e+03
3.655353209097404049e-02,1.360000000000000000e+03,1.482000000000000000e+03
3.690685490508436445e-02,1.421000000000000000e+03,1.388000000000000000e+03
4.241636480869192399e-02,1.419000000000000000e+03,1.064000000000000000e+03
4.675137496835199413e-02,1.070000000000000000e+03,1.132000000000000000e+03
3.809861315610858085e-02,1.244000000000000000e+03,1.497000000000000000e+03
3.617282007322895204e-02,1.498000000000000000e+03,1.375000000000000000e+03
4.169401120858696325e-02,1.448000000000000000e+03,1.081000000000000000e+03
4.113983274265204521e-02,1.193000000000000000e+03,1.324000000000000000e+03
4.103530314318149658e-02,1.215000000000000000e+03,1.305000000000000000e+03
3.987609291797902106e-02,1.186000000000000000e+03,1.429000000000000000e+03
4.633537038750581288e-02,1.046000000000000000e+03,1.183000000000000000e+03
4.237852861816144429e-02,1.278000000000000000e+03,1.162000000000000000e+03
4.031748633024838380e-02,1.183000000000000000e+03,1.398000000000000000e+03
4.038122124968055587e-02,1.204000000000000000e+03,1.365000000000000000e+03
4.058954725426850568e-02,1.241000000000000000e+03,1.306000000000000000e+03
4.278550716969834605e-02,1.221000000000000000e+03,1.190000000000000000e+03
4.139955102402764070e-02,1.284000000000000000e+03,1.212000000000000000e+03
3.761566176354243923e-02,1.389000000000000000e+03,1.365000000000000000e+03
4.761583436157573040e-02,1.120000000000000000e+03,1.042000000000000000e+03
4.386398002614180086e-02,1.146000000000000000e+03,1.205000000000000000e+03
4.491056767948863049e-02,1.045000000000000000e+03,1.270000000000000000e+03
4.246550040514062568e-02,1.195000000000000000e+03,1.235000000000000000e+03
4.309972638459259181e-02,1.122000000000000000e+03,1.281000000000000000e+03
3.990978144938359812e-02,1.461000000000000000e+03,1.163000000000000000e+03
4.482337678542661769e-02,1.033000000000000000e+03,1.294000000000000000e+03
4.727779431034041108e-02,1.129000000000000000e+03,1.049000000000000000e+03
4.333122958708892497e-02,1.069000000000000000e+03,1.341000000000000000e+03
3.860347693332182722e-02,1.449000000000000000e+03,1.247000000000000000e+03
4.445397650867256162e-02,1.190000000000000000e+03,1.129000000000000000e+03
4.227477400608182362e-02,1.296000000000000000e+03,1.153000000000000000e+03
3.754456327985739722e-02,1.280000000000000000e+03,1.496000000000000000e+03
4.369486221259869657e-02,1.036000000000000000e+03,1.369000000000000000e+03
5.008022768049102263e-02,1.004000000000000000e+03,1.047000000000000000e+03
4.393305157985073761e-02,1.367000000000000000e+03,1.027000000000000000e+03
4.063083145736905849e-02,1.286000000000000000e+03,1.257000000000000000e+03
3.583381917782307857e-02,1.402000000000000000e+03,1.497000000000000000e+03
4.236047749391727568e-02,1.370000000000000000e+03,1.096000000000000000e+03
3.964235093047279584e-02,1.327000000000000000e+03,1.282000000000000000e+03
4.262887439358570285e-02,1.448000000000000000e+03,1.039000000000000000e+03
4.486892950309850220e-02,1.007000000000000000e+03,1.334000000000000000e+03
5.016676135640261991e-02,1.007000000000000000e+03,1.040000000000000000e+03
4.394967478570566827e-02,1.100000000000000000e+03,1.255000000000000000e+03
4.323935064011048129e-02,1.285000000000000000e+03,1.112000000000000000e+03
4.183488598571558775e-02,1.479000000000000000e+03,1.058000000000000000e+03
4.351322271412879500e-02,1.062000000000000000e+03,1.339000000000000000e+03
3.957258937426189754e-02,1.383000000000000000e+03,1.238000000000000000e+03
4.208274450635186847e-02,1.084000000000000000e+03,1.411000000000000000e+03
4.031012622877569451e-02,1.500000000000000000e+03,1.119000000000000000e+03
3.888206159493368813e-02,1.220000000000000000e+03,1.463000000000000000e+03
4.496371358277151398e-02,1.307000000000000000e+03,1.019000000000000000e+03
4.302476817594397263e-02,1.145000000000000000e+03,1.257000000000000000e+03
4.903505211893369881e-02,1.050000000000000000e+03,1.045000000000000000e+03
4.692120409696277222e-02,1.001000000000000000e+03,1.211000000000000000e+03
3.753398641666828850e-02,1.381000000000000000e+03,1.379000000000000000e+03
4.199162708071781797e-02,1.214000000000000000e+03,1.244000000000000000e+03
4.219568901222355006e-02,1.349000000000000000e+03,1.118000000000000000e+03
3.947057724091469072e-02,1.255000000000000000e+03,1.370000000000000000e+03
3.800555776846085282e-02,1.491000000000000000e+03,1.254000000000000000e+03
3.807890488673874169e-02,1.413000000000000000e+03,1.310000000000000000e+03
3.769443325745983758e-02,1.458000000000000000e+03,1.299000000000000000e+03
4.162351707624840219e-02,1.344000000000000000e+03,1.151000000000000000e+03
4.131054898484212007e-02,1.367000000000000000e+03,1.151000000000000000e+03
4.270200382355226337e-02,1.190000000000000000e+03,1.226000000000000000e+03
4.299003625111339627e-02,1.366000000000000000e+03,1.069000000000000000e+03
4.046179640608988520e-02,1.380000000000000000e+03,1.188000000000000000e+03
4.316140797954323011e-02,1.220000000000000000e+03,1.170000000000000000e+03
4.321085082174874054e-02,1.096000000000000000e+03,1.309000000000000000e+03
4.247319937554931008e-02,1.427000000000000000e+03,1.057000000000000000e+03
3.989848119996216441e-02,1.420000000000000000e+03,1.191000000000000000e+03
4.039730056976628680e-02,1.136000000000000000e+03,1.463000000000000000e+03
4.514493946572069316e-02,1.149000000000000000e+03,1.132000000000000000e+03
4.006340739997371614e-02,1.163000000000000000e+03,1.448000000000000000e+03
4.283888473855579360e-02,1.026000000000000000e+03,1.456000000000000000e+03
4.380023950733959864e-02,1.027000000000000000e+03,1.377000000000000000e+03
3.827283190218554870e-02,1.325000000000000000e+03,1.381000000000000000e+03
4.197563203464272502e-02,1.145000000000000000e+03,1.327000000000000000e+03
4.027994342460446825e-02,1.206000000000000000e+03,1.370000000000000000e+03
3.779913373229671497e-02,1.364000000000000000e+03,1.376000000000000000e+03
4.538060332077610559e-02,1.121000000000000000e+03,1.148000000000000000e+03
3.978694043017780985e-02,1.332000000000000000e+03,1.268000000000000000e+03
4.322689734790891719e-02,1.147000000000000000e+03,1.242000000000000000e+03
4.051570796963503696e-02,1.252000000000000000e+03,1.299000000000000000e+03
4.692705846958666188e-02,1.026000000000000000e+03,1.176000000000000000e+03
4.128334670296569808e-02,1.308000000000000000e+03,1.198000000000000000e+03
3.928863818654949880e-02,1.220000000000000000e+03,1.429000000000000000e+03
4.180885051970575916e-02,1.191000000000000000e+03,1.281000000000000000e+03
3.764858382041871149e-02,1.354000000000000000e+03,1.398000000000000000e+03
4.343503193751981767e-02,1.227000000000000000e+03,1.149000000000000000e+03
4.394422380156075975e-02,1.196000000000000000e+03,1.150000000000000000e+03
4.269740852162770550e-02,1.429000000000000000e+03,1.046000000000000000e+03
4.084327428713372538e-02,1.230000000000000000e+03,1.301000000000000000e+03
4.558703139114724662e-02,1.107000000000000000e+03,1.152000000000000000e+03
4.804150624560999533e-02,1.054000000000000000e+03,1.086000000000000000e+03
3.972941174041882961e-02,1.352000000000000000e+03,1.254000000000000000e+03
4.080950867534719612e-02,1.199000000000000000e+03,1.340000000000000000e+03
4.324279175383926449e-02,1.103000000000000000e+03,1.297000000000000000e+03
4.006840994977350218e-02,1.260000000000000000e+03,1.321000000000000000e+03
4.024348380439083522e-02,1.289000000000000000e+03,1.279000000000000000e+03
4.880539751804389287e-02,1.022000000000000000e+03,1.085000000000000000e+03
4.324055730952579973e-02,1.320000000000000000e+03,1.087000000000000000e+03
4.173169186925416302e-02,1.323000000000000000e+03,1.161000000000000000e+03
4.154403273841399818e-02,1.489000000000000000e+03,1.066000000000000000e+03
4.188060366182642935e-02,1.407000000000000000e+03,1.096000000000000000e+03
3.754459775436997521e-02,1.457000000000000000e+03,1.310000000000000000e+03
4.490602722832500587e-02,1.166000000000000000e+03,1.128000000000000000e+03
4.011898945558716595e-02,1.418000000000000000e+03,1.180000000000000000e+03
4.522357723577236088e-02,1.280000000000000000e+03,1.025000000000000000e+03
4.598628041479068534e-02,1.144000000000000000e+03,1.095000000000000000e+03
3.635133378463228926e-02,1.370000000000000000e+03,1.488000000000000000e+03
3.874237445115513712e-02,1.418000000000000000e+03,1.262000000000000000e+03
4.280485741344969980e-02,1.023000000000000000e+03,1.465000000000000000e+03
4.122490872101457898e-02,1.171000000000000000e+03,1.346000000000000000e+03
4.266181461554523907e-02,1.419000000000000000e+03,1.053000000000000000e+03
4.576310445675855348e-02,1.080000000000000000e+03,1.173000000000000000e+03
4.297190289596360818e-02,1.093000000000000000e+03,1.330000000000000000e+03
4.327863880368894994e-02,1.371000000000000000e+03,1.053000000000000000e+03
4.320712414019711040e-02,1.305000000000000000e+03,1.099000000000000000e+03
4.730833477102869278e-02,1.052000000000000000e+03,1.124000000000000000e+03
4.034218281239625170e-02,1.165000000000000000e+03,1.422000000000000000e+03
4.455196210952790115e-02,1.368000000000000000e+03,1.001000000000000000e+03
4.015092406596109526e-02,1.181000000000000000e+03,1.414000000000000000e+03
4.715379515858013348e-02,1.058000000000000000e+03,1.125000000000000000e+03
3.899502725930416996e-02,1.214000000000000000e+03,1.462000000000000000e+03
4.094917718568317350e-02,1.195000000000000000e+03,1.335000000000000000e+03
3.970125786163521825e-02,1.325000000000000000e+03,1.280000000000000000e+03
4.251283378670252938e-02,1.197000000000000000e+03,1.230000000000000000e+03
4.020964463573115794e-02,1.374000000000000000e+03,1.207000000000000000e+03
4.210710745400584459e-02,1.176000000000000000e+03,1.279000000000000000e+03
3.669108200987488549e-02,1.374000000000000000e+03,1.454000000000000000e+03
4.200968054722696576e-02,1.141000000000000000e+03,1.330000000000000000e+03
3.776041666666666435e-02,1.400000000000000000e+03,1.344000000000000000e+03
4.513544739996312033e-02,1.160000000000000000e+03,1.122000000000000000e+03
3.889784559304126227e-02,1.246000000000000000e+03,1.426000000000000000e+03
4.375094264987451631e-02,1.291000000000000000e+03,1.083000000000000000e+03
4.682162732335482663e-02,1.012000000000000000e+03,1.201000000000000000e+03
4.303974155990477474e-02,1.009000000000000000e+03,1.474000000000000000e+03
4.314016630507725575e-02,1.311000000000000000e+03,1.098000000000000000e+03
3.759085346003854938e-02,1.363000000000000000e+03,1.393000000000000000e+03
3.867567144222699982e-02,1.447000000000000000e+03,1.244000000000000000e+03
3.774756793379176883e-02,1.451000000000000000e+03,1.301000000000000000e+03
3.871619427685604048e-02,1.404000000000000000e+03,1.275000000000000000e+03
4.043176110150602937e-02,1.345000000000000000e+03,1.217000000000000000e+03
4.194868042185084106e-02,1.127000000000000000e+03,1.354000000000000000e+03
4.017550001529775899e-02,1.328000000000000000e+03,1.247000000000000000e+03
4.079603806725700527e-02,1.336000000000000000e+03,1.203000000000000000e+03
3.794783870553935373e-02,1.404000000000000000e+03,1.327000000000000000e+03
4.694494988034111221e-02,1.102000000000000000e+03,1.089000000000000000e+03
4.234560260037725787e-02,1.200000000000000000e+03,1.237000000000000000e+03
4.006633896346584872e-02,1.304000000000000000e+03,1.276000000000000000e+03
4.166456031448077107e-02,1.072000000000000000e+03,1.467000000000000000e+03
4.615078650336214977e-02,1.041000000000000000e+03,1.200000000000000000e+03
3.713416536724033906e-02,1.367000000000000000e+03,1.425000000000000000e+03
4.209782105044568984e-02,1.169000000000000000e+03,1.288000000000000000e+03
4.117507458638459267e-02,1.280000000000000000e+03,1.229000000000000000e+03
4.257864795285085102e-02,1.435000000000000000e+03,1.048000000000000000e+03
4.450044123592710593e-02,1.165000000000000000e+03,1.150000000000000000e+03
4.457453365159163433e-02,1.283000000000000000e+03,1.051000000000000000e+03
4.125704319676001819e-02,1.197000000000000000e+03,1.311000000000000000e+03
3.998797708758506514e-02,1.201000000000000000e+03,1.399000000000000000e+03
4.035572768521513559e-02,1.169000000000000000e+03,1.415000000000000000e+03
3.701636904761904795e-02,1.484000000000000000e+03,1.325000000000000000e+03
4.231832093798506417e-02,1.146000000000000000e+03,1.302000000000000000e+03
3.955869557834968547e-02,1.445000000000000000e+03,1.193000000000000000e+03
4.013547190957508087e-02,1.146000000000000000e+03,1.469000000000000000e+03
4.257613693457094201e-02,1.281000000000000000e+03,1.149000000000000000e+03
4.087790768701639321e-02,1.170000000000000000e+03,1.373000000000000000e+03
3.928743184176580056e-02,1.465000000000000000e+03,1.195000000000000000e+03
3.787711064767598085e-02,1.413000000000000000e+03,1.324000000000000000e+03
3.695972926790422330e-02,1.370000000000000000e+03,1.436000000000000000e+03
4.770660500715196567e-02,1.082000000000000000e+03,1.073000000000000000e+03
4.055096933041523605e-02,1.284000000000000000e+03,1.264000000000000000e+03
4.007348463827817980e-02,1.205000000000000000e+03,1.387000000000000000e+03
4.330053305498790528e-02,1.150000000000000000e+03,1.234000000000000000e+03
3.730189050499254505e-02,1.401000000000000000e+03,1.377000000000000000e+03
3.850742696636669932e-02,1.299000000000000000e+03,1.392000000000000000e+03
3.715882697059207790e-02,1.357000000000000000e+03,1.434000000000000000e+03
4.868602298356758395e-02,1.038000000000000000e+03,1.073000000000000000e+03
3.835508601312070942e-02,1.339000000000000000e+03,1.360000000000000000e+03
4.938042816295901832e-02,1.017000000000000000e+03,1.064000000000000000e+03
4.374548023355474824e-02,1.077000000000000000e+03,1.300000000000000000e+03
4.562335255739176365e-02,1.032000000000000000e+03,1.244000000000000000e+03
3.912309377000285776e-02,1.212000000000000000e+03,1.454000000000000000e+03
3.914074147115022967e-02,1.310000000000000000e+03,1.333000000000000000e+03
4.581778105748809254e-02,1.094000000000000000e+03,1.154000000000000000e+03
4.277291093398335325e-02,1.491000000000000000e+03,1.012000000000000000e+03
4.218663199520496232e-02,1.047000000000000000e+03,1.470000000000000000e+03
3.857137426642487377e-02,1.249000000000000000e+03,1.449000000000000000e+03
4.090131279440756967e-02,1.284000000000000000e+03,1.242000000000000000e+03
3.513164460191899735e-02,1.476000000000000000e+03,1.480000000000000000e+03
4.117960775674458368e-02,1.134000000000000000e+03,1.402000000000000000e+03
3.794783870553935373e-02,1.404000000000000000e+03,1.327000000000000000e+03
3.770620180681195921e-02,1.457000000000000000e+03,1.299000000000000000e+03
4.324842157987787011e-02,1.193000000000000000e+03,1.191000000000000000e+03
3.786400152978308675e-02,1.393000000000000000e+03,1.343000000000000000e+03
4.143417162392757508e-02,1.445000000000000000e+03,1.095000000000000000e+03
4.356643650951078778e-02,1.019000000000000000e+03,1.410000000000000000e+03
4.971819486606515737e-02,1.005000000000000000e+03,1.062000000000000000e+03
3.809263812570534702e-02,1.316000000000000000e+03,1.405000000000000000e+03
3.934613488648174007e-02,1.407000000000000000e+03,1.233000000000000000e+03
4.055273878117188202e-02,1.155000000000000000e+03,1.420000000000000000e+03
3.913968919279774833e-02,1.360000000000000000e+03,1.285000000000000000e+03
3.802897423166396590e-02,1.471000000000000000e+03,1.267000000000000000e+03
4.099125445632798709e-02,1.088000000000000000e+03,1.496000000000000000e+03
3.857910050654601158e-02,1.279000000000000000e+03,1.410000000000000000e+03
3.606313703426793776e-02,1.451000000000000000e+03,1.426000000000000000e+03
3.781201595167716506e-02,1.424000000000000000e+03,1.319000000000000000e+03
3.979755494129687265e-02,1.366000000000000000e+03,1.238000000000000000e+03
4.609735634263219944e-02,1.051000000000000000e+03,1.190000000000000000e+03
4.079559613513996513e-02,1.341000000000000000e+03,1.199000000000000000e+03
4.725002437904220892e-02,1.185000000000000000e+03,1.006000000000000000e+03
3.618694746366231396e-02,1.416000000000000000e+03,1.451000000000000000e+03
3.893797897451239248e-02,1.252000000000000000e+03,1.415000000000000000e+03
3.887281462409231114e-02,1.243000000000000000e+03,1.432000000000000000e+03
3.778903616176900598e-02,1.450000000000000000e+03,1.299000000000000000e+03
3.915548197559508975e-02,1.350000000000000000e+03,1.293000000000000000e+03
4.177560390846271621e-02,1.295000000000000000e+03,1.181000000000000000e+03
4.579646711847389778e-02,1.245000000000000000e+03,1.024000000000000000e+03
4.412685993313186089e-02,1.007000000000000000e+03,1.389000000000000000e+03
3.785225643919856026e-02,1.263000000000000000e+03,1.492000000000000000e+03
3.958246992432756794e-02,1.239000000000000000e+03,1.381000000000000000e+03
4.343282813867590381e-02,1.091000000000000000e+03,1.301000000000000000e+03
4.373667831670113165e-02,1.225000000000000000e+03,1.135000000000000000e+03
4.052813664531416254e-02,1.177000000000000000e+03,1.390000000000000000e+03
3.849725811478409143e-02,1.277000000000000000e+03,1.419000000000000000e+03
4.477542330759411854e-02,1.053000000000000000e+03,1.267000000000000000e+03
3.909858424629915341e-02,1.435000000000000000e+03,1.227000000000000000e+03
4.138621995212341670e-02,1.313000000000000000e+03,1.188000000000000000e+03
5.057392799352750795e-02,1.000000000000000000e+03,1.030000000000000000e+03
3.846097215745727244e-02,1.262000000000000000e+03,1.441000000000000000e+03
3.764393594672572202e-02,1.407000000000000000e+03,1.346000000000000000e+03
4.264887094624771752e-02,1.088000000000000000e+03,1.361000000000000000e+03
4.399804943885648328e-02,1.139000000000000000e+03,1.205000000000000000e+03
4.098846022901255631e-02,1.443000000000000000e+03,1.118000000000000000e+03
4.719641279656739546e-02,1.132000000000000000e+03,1.050000000000000000e+03
4.768734322405499687e-02,1.045000000000000000e+03,1.113000000000000000e+03
4.740894450868766291e-02,1.155000000000000000e+03,1.022000000000000000e+03
3.803243569158890752e-02,1.425000000000000000e+03,1.303000000000000000e+03
3.967041464912219456e-02,1.186000000000000000e+03,1.446000000000000000e+03
4.630789641540108970e-02,1.105000000000000000e+03,1.117000000000000000e+03
3.976020061227764774e-02,1.497000000000000000e+03,1.149000000000000000e+03
4.221375918427631296e-02,1.358000000000000000e+03,1.111000000000000000e+03
3.972457277261268876e-02,1.168000000000000000e+03,1.469000000000000000e+03
4.448025992222088415e-02,1.011000000000000000e+03,1.355000000000000000e+03
3.980810314236008646e-02,1.300000000000000000e+03,1.297000000000000000e+03
4.171420533712145995e-02,1.220000000000000000e+03,1.255000000000000000e+03
3.762621332226060572e-02,1.379000000000000000e+03,1.374000000000000000e+03
4.137768636510932158e-02,1.362000000000000000e+03,1.151000000000000000e+03
3.607321988177410871e-02,1.466000000000000000e+03,1.411000000000000000e+03
4.839895757183048514e-02,1.101000000000000000e+03,1.025000000000000000e+03
3.741632170765265414e-02,1.382000000000000000e+03,1.387000000000000000e+03
4.716769479116123681e-02,1.013000000000000000e+03,1.180000000000000000e+03
4.772318808685446084e-02,1.024000000000000000e+03,1.136000000000000000e+03
4.525176692648042592e-02,1.100000000000000000e+03,1.178000000000000000e+03
3.747019838089061389e-02,1.355000000000000000e+03,1.411000000000000000e+03
3.576899509803922045e-02,1.408000000000000000e+03,1.496000000000000000e+03
4.206601363214735462e-02,1.300000000000000000e+03,1.161000000000000000e+03
4.287751215122258958e-02,1.224000000000000000e+03,1.182000000000000000e+03
4.444387801710285996e-02,1.165000000000000000e+03,1.153000000000000000e+03
4.392214580180641564e-02,1.266000000000000000e+03,1.093000000000000000e+03
4.038648146984722548e-02,1.156000000000000000e+03,1.432000000000000000e+03
4.302019170983297641e-02,1.007000000000000000e+03,1.480000000000000000e+03
3.662267240116329897e-02,1.341000000000000000e+03,1.499000000000000000e+03
3.608773790355875727e-02,1.468000000000000000e+03,1.408000000000000000e+03
4.233032072703366011e-02,1.093000000000000000e+03,1.377000000000000000e+03
4.315865806215578998e-02,1.272000000000000000e+03,1.126000000000000000e+03
4.261358101749170013e-02,1.047000000000000000e+03,1.434000000000000000e+03
4.484643941198224182e-02,1.064000000000000000e+03,1.247000000000000000e+03
