y1(0.5),k1,k2
3.546187504822390091e-02,1.452000000000000000e+03,1.421000000000000000e+03
4.184947941974423435e-02,1.407000000000000000e+03,1.067000000000000000e+03
4.573680782425785379e-02,1.237000000000000000e+03,1.005000000000000000e+03
4.572206563517094979e-02,1.097000000000000000e+03,1.122000000000000000e+03
3.906903525405873434e-02,1.222000000000000000e+03,1.392000000000000000e+03
3.769911961304750481e-02,1.273000000000000000e+03,1.436000000000000000e+03
4.007664741468086600e-02,1.153000000000000000e+03,1.409000000000000000e+03
3.490683193807296580e-02,1.436000000000000000e+03,1.484000000000000000e+03
4.280359974195277473e-02,1.047000000000000000e+03,1.368000000000000000e+03
3.768313752600823546e-02,1.242000000000000000e+03,1.479000000000000000e+03
4.169619420259287890e-02,1.061000000000000000e+03,1.430000000000000000e+03
4.403339720667028001e-02,1.130000000000000000e+03,1.176000000000000000e+03
3.720544372455386606e-02,1.305000000000000000e+03,1.437000000000000000e+03
3.611691861869210929e-02,1.333000000000000000e+03,1.496000000000000000e+03
4.613891186002148925e-02,1.022000000000000000e+03,1.189000000000000000e+03
4.330492315773030315e-02,1.043000000000000000e+03,1.338000000000000000e+03
3.915529060513094073e-02,1.323000000000000000e+03,1.275000000000000000e+03
4.089046601533977837e-02,1.185000000000000000e+03,1.306000000000000000e+03
4.210869426979468172e-02,1.490000000000000000e+03,1.013000000000000000e+03
4.183602274532652321e-02,1.126000000000000000e+03,1.317000000000000000e+03
4.848129181734084359e-02,1.012000000000000000e+03,1.081000000000000000e+03
3.967491010823435971e-02,1.413000000000000000e+03,1.172000000000000000e+03
4.034456567300440111e-02,1.281000000000000000e+03,1.239000000000000000e+03
4.159413681497289850e-02,1.463000000000000000e+03,1.048000000000000000e+03
4.088783060688947618e-02,1.073000000000000000e+03,1.476000000000000000e+03
4.494586078591517042e-02,1.253000000000000000e+03,1.027000000000000000e+03
3.666818656617305133e-02,1.408000000000000000e+03,1.369000000000000000e+03
4.428193802748975338e-02,1.040000000000000000e+03,1.276000000000000000e+03
4.066274188278537483e-02,1.180000000000000000e+03,1.328000000000000000e+03
4.622816250666982735e-02,1.212000000000000000e+03,1.002000000000000000e+03
4.271584641638224988e-02,1.465000000000000000e+03,1.000000000000000000e+03
4.063828053992706024e-02,1.179000000000000000e+03,1.331000000000000000e+03
4.013119476488336002e-02,1.113000000000000000e+03,1.469000000000000000e+03
4.552284648956814866e-02,1.130000000000000000e+03,1.099000000000000000e+03
4.861412903368077243e-02,1.084000000000000000e+03,1.004000000000000000e+03
4.143161022322017911e-02,1.340000000000000000e+03,1.130000000000000000e+03
4.388554323454323114e-02,1.050000000000000000e+03,1.287000000000000000e+03
4.250047357214498805e-02,1.178000000000000000e+03,1.212000000000000000e+03
4.417249816751586677e-02,1.320000000000000000e+03,1.017000000000000000e+03
4.583437839426354743e-02,1.128000000000000000e+03,1.086000000000000000e+03
3.788463314494315559e-02,1.480000000000000000e+03,1.229000000000000000e+03
4.472039672516792130e-02,1.210000000000000000e+03,1.068000000000000000e+03
4.289001414494450493e-02,1.311000000000000000e+03,1.079000000000000000e+03
4.050468073699676347e-02,1.197000000000000000e+03,1.318000000000000000e+03
3.422040471607878942e-02,1.498000000000000000e+03,1.481000000000000000e+03
3.787986771176509587e-02,1.420000000000000000e+03,1.274000000000000000e+03
4.243356458066703529e-02,1.229000000000000000e+03,1.166000000000000000e+03
4.400124996043872083e-02,1.041000000000000000e+03,1.293000000000000000e+03
3.839481308649390912e-02,1.382000000000000000e+03,1.272000000000000000e+03
3.987792105977476520e-02,1.217000000000000000e+03,1.338000000000000000e+03
4.318016311062669588e-02,1.071000000000000000e+03,1.303000000000000000e+03
4.845690528494967647e-02,1.081000000000000000e+03,1.013000000000000000e+03
4.880434138284711620e-02,1.051000000000000000e+03,1.026000000000000000e+03
4.309777677318044065e-02,1.353000000000000000e+03,1.043000000000000000e+03
4.539026575203251868e-02,1.024000000000000000e+03,1.230000000000000000e+03
4.017641369423323450e-02,1.481000000000000000e+03,1.104000000000000000e+03
3.694638041560777131e-02,1.414000000000000000e+03,1.343000000000000000e+03
3.779368734771498123e-02,1.422000000000000000e+03,1.278000000000000000e+03
4.074370418333064792e-02,1.164000000000000000e+03,1.343000000000000000e+03
4.044710950246462045e-02,1.109000000000000000e+03,1.449000000000000000e+03
4.526773725849327079e-02,1.168000000000000000e+03,1.077000000000000000e+03
4.627898670955614413e-02,1.192000000000000000e+03,1.014000000000000000e+03
4.110433512051903798e-02,1.099000000000000000e+03,1.412000000000000000e+03
3.882256340824724594e-02,1.475000000000000000e+03,1.178000000000000000e+03
3.720205328396539862e-02,1.423000000000000000e+03,1.317000000000000000e+03
4.530412988486594295e-02,1.206000000000000000e+03,1.045000000000000000e+03
3.690620511776374069e-02,1.415000000000000000e+03,1.345000000000000000e+03
3.880943975926680334e-02,1.398000000000000000e+03,1.233000000000000000e+03
3.731089744876055214e-02,1.293000000000000000e+03,1.443000000000000000e+03
4.118431943123020134e-02,1.358000000000000000e+03,1.130000000000000000e+03
4.369387738368987056e-02,1.356000000000000000e+03,1.016000000000000000e+03
3.918517308804154997e-02,1.368000000000000000e+03,1.234000000000000000e+03
4.467457784200504212e-02,1.234000000000000000e+03,1.052000000000000000e+03
4.175007626202651562e-02,1.089000000000000000e+03,1.378000000000000000e+03
4.542459810802025599e-02,1.074000000000000000e+03,1.163000000000000000e+03
4.589986877828054063e-02,1.105000000000000000e+03,1.105000000000000000e+03
3.883607108142316661e-02,1.451000000000000000e+03,1.193000000000000000e+03
4.187181579834491074e-02,1.218000000000000000e+03,1.208000000000000000e+03
3.907348943927935192e-02,1.469000000000000000e+03,1.168000000000000000e+03
4.080590242326664202e-02,1.154000000000000000e+03,1.352000000000000000e+03
4.482160218222887293e-02,1.249000000000000000e+03,1.035000000000000000e+03
3.611215343814744988e-02,1.407000000000000000e+03,1.413000000000000000e+03
3.687782951389180497e-02,1.424000000000000000e+03,1.339000000000000000e+03
4.308705629262493675e-02,1.218000000000000000e+03,1.141000000000000000e+03
4.164864015198931069e-02,1.087000000000000000e+03,1.389000000000000000e+03
4.008403168458035681e-02,1.353000000000000000e+03,1.193000000000000000e+03
4.236883326511119846e-02,1.396000000000000000e+03,1.050000000000000000e+03
3.862337052502458346e-02,1.286000000000000000e+03,1.349000000000000000e+03
3.872807994419803085e-02,1.272000000000000000e+03,1.357000000000000000e+03
3.701774795704445425e-02,1.323000000000000000e+03,1.431000000000000000e+03
4.397345112386956412e-02,1.134000000000000000e+03,1.175000000000000000e+03
4.750060027526059603e-02,1.084000000000000000e+03,1.051000000000000000e+03
4.157355951523686310e-02,1.311000000000000000e+03,1.144000000000000000e+03
4.388804588956578268e-02,1.131000000000000000e+03,1.183000000000000000e+03
4.312898364499342246e-02,1.305000000000000000e+03,1.072000000000000000e+03
3.654585473595708955e-02,1.366000000000000000e+03,1.421000000000000000e+03
4.022344230218943828e-02,1.239000000000000000e+03,1.289000000000000000e+03
4.245295256468704231e-02,1.112000000000000000e+03,1.294000000000000000e+03
3.760789258949788494e-02,1.259000000000000000e+03,1.462000000000000000e+03
4.539104353950569604e-02,1.096000000000000000e+03,1.140000000000000000e+03
3.769992048056645256e-02,1.307000000000000000e+03,1.395000000000000000e+03
4.856697630637585306e-02,1.067000000000000000e+03,1.021000000000000000e+03
3.708439736054967850e-02,1.359000000000000000e+03,1.386000000000000000e+03
4.085944055584148082e-02,1.160000000000000000e+03,1.340000000000000000e+03
4.282654109604597248e-02,1.248000000000000000e+03,1.129000000000000000e+03
4.090497687943538130e-02,1.190000000000000000e+03,1.299000000000000000e+03
4.191169471809128022e-02,1.340000000000000000e+03,1.106000000000000000e+03
4.435142708968883851e-02,1.192000000000000000e+03,1.100000000000000000e+03
4.135158680406468557e-02,1.224000000000000000e+03,1.233000000000000000e+03
3.502711081279354099e-02,1.453000000000000000e+03,1.456000000000000000e+03
4.016905098653490713e-02,1.196000000000000000e+03,1.343000000000000000e+03
3.859434408106862668e-02,1.336000000000000000e+03,1.300000000000000000e+03
4.061145413955861982e-02,1.300000000000000000e+03,1.206000000000000000e+03
4.806507152751361700e-02,1.006000000000000000e+03,1.108000000000000000e+03
3.721714007504611788e-02,1.397000000000000000e+03,1.339000000000000000e+03
3.894467790858947148e-02,1.439000000000000000e+03,1.195000000000000000e+03
4.431381717904306350e-02,1.107000000000000000e+03,1.186000000000000000e+03
4.376481019809265460e-02,1.317000000000000000e+03,1.036000000000000000e+03
4.012104596917941829e-02,1.154000000000000000e+03,1.404000000000000000e+03
3.974846945994171821e-02,1.393000000000000000e+03,1.182000000000000000e+03
3.905316405239755290e-02,1.238000000000000000e+03,1.373000000000000000e+03
3.646247367920588123e-02,1.483000000000000000e+03,1.319000000000000000e+03
3.627080228098378267e-02,1.475000000000000000e+03,1.339000000000000000e+03
3.687490095477913982e-02,1.350000000000000000e+03,1.412000000000000000e+03
4.409698577818127463e-02,1.263000000000000000e+03,1.057000000000000000e+03
3.767546657901056639e-02,1.358000000000000000e+03,1.343000000000000000e+03
4.601224794745484292e-02,1.050000000000000000e+03,1.160000000000000000e+03
4.184405665697418092e-02,1.261000000000000000e+03,1.170000000000000000e+03
4.491110445076217095e-02,1.003000000000000000e+03,1.293000000000000000e+03
4.381118743852829844e-02,1.226000000000000000e+03,1.098000000000000000e+03
3.702839747515773716e-02,1.442000000000000000e+03,1.313000000000000000e+03
4.027380219470560324e-02,1.333000000000000000e+03,1.198000000000000000e+03
3.958429388894600665e-02,1.413000000000000000e+03,1.177000000000000000e+03
4.127385096767854922e-02,1.131000000000000000e+03,1.350000000000000000e+03
3.905354837187352546e-02,1.304000000000000000e+03,1.300000000000000000e+03
4.061902557953636639e-02,1.251000000000000000e+03,1.251000000000000000e+03
3.881606180639711468e-02,1.474000000000000000e+03,1.179000000000000000e+03
4.601390322580645176e-02,1.085000000000000000e+03,1.120000000000000000e+03
4.705496210163651744e-02,1.075000000000000000e+03,1.080000000000000000e+03
3.714938997258961095e-02,1.418000000000000000e+03,1.325000000000000000e+03
3.539705809048505902e-02,1.413000000000000000e+03,1.466000000000000000e+03
3.911692204239799325e-02,1.498000000000000000e+03,1.148000000000000000e+03
4.386124067956582995e-02,1.040000000000000000e+03,1.304000000000000000e+03
